"iteration","t","position"
154,1.5400000000000011,0.31966105223459595
155,1.5500000000000012,0.3232723024862781
156,1.5600000000000012,0.3221799527095614
157,1.5700000000000012,0.31646707720764417
158,1.5800000000000012,0.3062820500078537
159,1.5900000000000012,0.2918354746701711
160,1.6000000000000012,0.2733962625780871
161,1.6100000000000012,0.25128692833887034
162,1.6200000000000012,0.22587818120338676
163,1.6300000000000012,0.19758290041589047
164,1.6400000000000012,0.16684959001057956
165,1.6500000000000012,0.13415541469467132
166,1.6600000000000013,0.09999892303043655
167,1.6700000000000013,0.06489256710744006
168,1.6800000000000013,0.029355129261126003
169,1.6900000000000013,-0.006095833851672291
170,1.7000000000000013,-0.04095142133912724
171,1.7100000000000013,-0.07471858720580278
172,1.7200000000000013,-0.10692700824082917
173,1.7300000000000013,-0.1371355265773771
174,1.7400000000000013,-0.16493808030572069
175,1.7500000000000013,-0.1899690441294483
176,1.7600000000000013,-0.2119079116609632
177,1.7700000000000014,-0.23048326140576597
178,1.7800000000000014,-0.2454759596225734
179,1.7900000000000014,-0.25672156489804376
180,1.8000000000000014,-0.2641119112657084
181,1.8100000000000014,-0.26759585885125364
182,1.8200000000000014,-0.26717921316336685
183,1.8300000000000014,-0.262923826096517
184,1.8400000000000014,-0.25494590330009465
185,1.8500000000000014,-0.24341355363566908
186,1.8600000000000014,-0.22854362683893423
187,1.8700000000000014,-0.21059789508526025
188,1.8800000000000014,-0.18987864280138397
189,1.8900000000000015,-0.1667237366597246
190,1.9000000000000015,-0.14150125414185255
191,1.9100000000000015,-0.11460375428733537
192,1.9200000000000015,-0.08644227819575323
193,1.9300000000000015,-0.05744016948456005
194,1.9400000000000015,-0.028026806204601205
195,1.9500000000000015,0.0013686643210798013
196,1.9600000000000015,0.030323497621364513
197,1.9700000000000015,0.05842734367956065
198,1.9800000000000015,0.08528797438021037
199,1.9900000000000015,0.11053666816497137
200,2.0000000000000013,0.1338331793211505
201,2.010000000000001,0.1548702263428953
202,2.020000000000001,0.17337744166440916
203,2.0300000000000007,0.18912473364168006
204,2.0400000000000005,0.20192502082040226
205,2.0500000000000003,0.21163630813282758
206,2.06,0.21816308457063827
207,2.07,0.2214570319377755
208,2.0799999999999996,0.2215170443495852
209,2.0899999999999994,0.21838856806777823
210,2.099999999999999,0.21216228090374514
211,2.109999999999999,0.20297213965096547
212,2.1199999999999988,0.19099283269375275
213,2.1299999999999986,0.1764366829671395
214,2.1399999999999983,0.15955005370524925
215,2.149999999999998,0.14060931581947364
216,2.159999999999998,0.11991644121331126
217,2.1699999999999977,0.09779429080262372
218,2.1799999999999975,0.07458166941848542
219,2.1899999999999973,0.05062822209078672
220,2.199999999999997,0.026289247426470593
221,2.209999999999997,0.001920503905069144
222,2.2199999999999966,-0.02212691606965071
223,2.2299999999999964,-0.04551157156982286
224,2.239999999999996,-0.06790644826815817
225,2.249999999999996,-0.089003457584275
226,2.259999999999996,-0.10851759906198853
227,2.2699999999999956,-0.1261907309034887
228,2.2799999999999954,-0.14179490001361655
229,2.289999999999995,-0.15513518994271644
230,2.299999999999995,-0.16605205264985526
231,2.3099999999999947,-0.1744230979240208
232,2.3199999999999945,-0.18016432247985528
233,2.3299999999999943,-0.18323076906508384
234,2.339999999999994,-0.1836166142572982
235,2.349999999999994,-0.18135469186784936
236,2.3599999999999937,-0.1765154668931528
237,2.3699999999999934,-0.1692054826463847
238,2.3799999999999932,-0.1595653109593767
239,2.389999999999993,-0.1477670420673137
240,2.399999999999993,-0.1340113568885091
241,2.4099999999999926,-0.11852422980922796
242,2.4199999999999924,-0.10155331471162578
243,2.429999999999992,-0.08336407078579276
244,2.439999999999992,-0.06423568760173509
245,2.4499999999999917,-0.04445687095408043
246,2.4599999999999915,-0.024321552114914533
247,2.4699999999999913,-0.004124583335374973
248,2.479999999999991,0.015842518265366957
249,2.489999999999991,0.035295717871222654
250,2.4999999999999907,0.053962443082642114
251,2.5099999999999905,0.07158534209085389
252,2.5199999999999902,0.08792576901093999
253,2.52999999999999,0.10276695012689405
254,2.53999999999999,0.1159167900557398
255,2.5499999999999896,0.12721028260636694
256,2.5599999999999894,0.13651149730159473
257,2.569999999999989,0.1437151190539075
258,2.579999999999989,0.14874752523775936
259,2.5899999999999888,0.15156739128384789
260,2.5999999999999885,0.15216582283240732
261,2.6099999999999883,0.15056601932349498
262,2.619999999999988,0.14682248057501154
263,2.629999999999988,0.1410197743101948
264,2.6399999999999877,0.13327088865704945
265,2.6499999999999875,0.12371519927042693
266,2.6599999999999873,0.11251608584845106
267,2.669999999999987,0.09985823736226856
268,2.679999999999987,0.0859446892344718
269,2.6899999999999866,0.07099363893966955
270,2.6999999999999864,0.055235089023687275
271,2.709999999999986,0.03890736831969561
272,2.719999999999986,0.02225358316516804
273,2.7299999999999858,0.0055180506890262415
274,2.7399999999999856,-0.011057234249289909
275,2.7499999999999853,-0.027236048109990457
276,2.759999999999985,-0.042791255283555804
277,2.769999999999985,-0.05750794643232674
278,2.7799999999999847,-0.07118635595514855
279,2.7899999999999845,-0.08364451975571603
280,2.7999999999999843,-0.09472063878818644
281,2.809999999999984,-0.10427511858190906
282,2.819999999999984,-0.11219226003648719
283,2.8299999999999836,-0.11838158215043622
284,2.8399999999999834,-0.12277876292007647
285,2.849999999999983,-0.12534619033691935
286,2.859999999999983,-0.12607312113807304
287,2.869999999999983,-0.12497545064221405
288,2.8799999999999826,-0.12209510255242532
289,2.8899999999999824,-0.11749905294869725
290,2.899999999999982,-0.11127800775322719
291,2.909999999999982,-0.10354475766204384
292,2.9199999999999817,-0.09443223883415508
293,2.9299999999999815,-0.08409133145843606
294,2.9399999999999813,-0.07268843163045297
295,2.949999999999981,-0.06040283472609833
296,2.959999999999981,-0.04742397062463968
297,2.9699999999999807,-0.033948532687821206
298,2.9799999999999804,-0.02017754333040665
299,2.9899999999999802,-0.00631339931659929
300,2.99999999999998,0.00744306040916456
301,3.00999999999998,0.020895422485837607
302,3.0199999999999796,0.03385446214897878
303,3.0299999999999794,0.046140763233839595
304,3.039999999999979,0.057587159514386616
305,3.049999999999979,0.06804096480586559
306,3.0599999999999787,0.07736596276463975
307,3.0699999999999785,0.08544413119321811
308,3.0799999999999783,0.09217707983960872
309,3.089999999999978,0.09748718510382183
310,3.099999999999978,0.1013184096633808
311,3.1099999999999777,0.10363679973538246
312,3.1199999999999775,0.10443065743574155
313,3.1299999999999772,0.1037103904079682
314,3.139999999999977,0.10150804550680902
315,3.149999999999977,0.09787653777136576
316,3.1599999999999766,0.09288859014620991
317,3.1699999999999764,0.08663540334998052
318,3.179999999999976,0.07922507889632947
319,3.189999999999976,0.07078082149478633
320,3.1999999999999758,0.061438949858258415
321,3.2099999999999755,0.051346747285248524
322,3.2199999999999753,0.04066018524132345
323,3.229999999999975,0.029541554516132735
324,3.239999999999975,0.01815703936713298
325,3.2499999999999747,0.006674270374507579
326,3.2599999999999745,-0.0047401084734558846
327,3.2699999999999743,-0.015922823658679374
328,3.279999999999974,-0.02671627337349878
329,3.289999999999974,-0.036970714191297264
330,3.2999999999999736,-0.04654630334201896
331,3.3099999999999734,-0.055314969271960335
332,3.319999999999973,-0.0631620860294554
333,3.329999999999973,-0.0699879301912583
334,3.3399999999999728,-0.07570890247846908
335,3.3499999999999726,-0.08025849985259235
336,3.3599999999999723,-0.08358802767638693
337,3.369999999999972,-0.08566704541377837
338,3.379999999999972,-0.08648354327092624
339,3.3899999999999717,-0.08604385108949548
340,3.3999999999999715,-0.08437228463729697
341,3.4099999999999713,-0.08151053814663398
342,3.419999999999971,-0.07751683547544977
343,3.429999999999971,-0.07246485556257694
344,3.4399999999999706,-0.06644245087188398
345,3.4499999999999704,-0.05955018023129403
346,3.45999999999997,-0.05189967983697551
347,3.46999999999997,-0.043611898181416614
348,3.47999999999997,-0.03481522225336634
349,3.4899999999999696,-0.025643523530600305
350,3.4999999999999694,-0.01623415303223099
351,3.509999999999969,-0.006725915011216752
352,3.519999999999969,0.0027429512485027028
353,3.5299999999999687,0.012036752604371783
354,3.5399999999999685,0.021024258218299077
355,3.5499999999999683,0.029580524067804283
356,3.559999999999968,0.0375886008629771
357,3.569999999999968,0.04494110246195514
358,3.5799999999999677,0.05154161421308545
359,3.5899999999999674,0.057305923249976506
360,3.5999999999999672,0.06216305558512871
361,3.609999999999967,0.06605610784500852
362,3.619999999999967,0.06894286461862957
363,3.6299999999999666,0.07079619560600475
364,3.6399999999999664,0.07160423000476325
365,3.649999999999966,0.07137030881545188
366,3.659999999999966,0.07011271893204406
367,3.6699999999999657,0.06786421596892164
368,3.6799999999999655,0.0646713457161336
369,3.6899999999999653,0.06059357687082408
370,3.699999999999965,0.055702260227339546
371,3.709999999999965,0.050079431788370946
372,3.7199999999999647,0.04381647925540193
373,3.7299999999999645,0.03701269304406359
374,3.7399999999999642,0.02977372432887804
375,3.749999999999964,0.02220997363745636
376,3.759999999999964,0.014434934176803
377,3.7699999999999636,0.006563514379488712
378,3.7799999999999634,-0.00128963589418381
379,3.789999999999963,-0.009011771464431651
380,3.799999999999963,-0.016493646959683934
381,3.8099999999999627,-0.0236310387398739
382,3.8199999999999625,-0.030326172763145677
383,3.8299999999999623,-0.036489039195867184
384,3.839999999999962,-0.04203857647054866
385,3.849999999999962,-0.04690370962258015
386,3.8599999999999617,-0.05102423005084919
387,3.8699999999999615,-0.05435150631329178
388,3.8799999999999613,-0.05684901814860592
389,3.889999999999961,-0.0584927085709529
390,3.899999999999961,-0.05927115157619384
391,3.9099999999999606,-0.05918553568680604
392,3.9199999999999604,-0.058249466209451775
393,3.92999999999996,-0.056488591646740784
394,3.93999999999996,-0.053940062157225896
395,3.9499999999999598,-0.05065183026145356
396,3.9599999999999596,-0.04668180611593763
397,3.9699999999999593,-0.042096881593242534
398,3.979999999999959,-0.03697183909035159
399,3.989999999999959,-0.03138816241825024
400,3.9999999999999587,-0.025432768286211896
401,4.009999999999959,-0.019196677771803127
402,4.019999999999959,-0.012773647753551713
403,4.0299999999999585,-0.006258782573288865
404,4.039999999999958,2.528538105510296E-4
405,4.049999999999958,0.0066676052145955705
406,4.059999999999958,0.012894550783319636
407,4.069999999999958,0.01884677416996335
408,4.079999999999957,0.024442556917957912
409,4.089999999999957,0.029606479955551924
410,4.099999999999957,0.0342704186689511
411,4.109999999999957,0.03837441875882532
412,4.119999999999957,0.041867441983789784
413,4.129999999999956,0.04470797292282891
414,4.139999999999956,0.046864480015558506
415,4.149999999999956,0.04831572633269515
416,4.159999999999956,0.04905092775660548
417,4.1699999999999555,0.04906975848080056
418,4.179999999999955,0.04838220593562514
419,4.189999999999955,0.04700827938397242
420,4.199999999999955,0.044977578475771
421,4.209999999999955,0.04232872997512878
422,4.2199999999999545,0.039108702653390996
423,4.229999999999954,0.03537201195145831
424,4.239999999999954,0.031179827434771247
425,4.249999999999954,0.026598997276685788
426,4.259999999999954,0.021701004996070705
427,4.269999999999953,0.016560874431785493
428,4.279999999999953,0.011256039452697538
429,4.289999999999953,0.005865195173092443
430,4.299999999999953,4.671474693249921E-4
431,4.3099999999999525,-0.004860322622512643
432,4.319999999999952,-0.010041563499688416
433,4.329999999999952,-0.015004111125654895
434,4.339999999999952,-0.019679686141383507
435,4.349999999999952,-0.02400511648060637
436,4.3599999999999515,-0.0279231732793179
437,4.369999999999951,-0.03138330929242534
438,4.379999999999951,-0.03434229058783016
439,4.389999999999951,-0.03676471395612875
440,4.399999999999951,-0.03862340422695761
441,4.40999999999995,-0.039899687494335305
442,4.41999999999995,-0.04058353809626868
443,4.42999999999995,-0.040673599041422204
444,4.43999999999995,-0.04017707740114446
445,4.4499999999999496,-0.039109517962652086
446,4.459999999999949,-0.03749446014379689
447,4.469999999999949,-0.03536298477810149
448,4.479999999999949,-0.03275315886887886
449,4.489999999999949,-0.02970938776350098
450,4.4999999999999485,-0.026281685395766356
451,4.509999999999948,-0.022524874270837776
452,4.519999999999948,-0.01849772771104759
453,4.529999999999948,-0.014262067532472176
454,4.539999999999948,-0.009881830774935665
455,4.549999999999947,-0.005422119358348073
456,4.559999999999947,-9.482465853133237E-4
457,4.569999999999947,0.0034752057440081132
458,4.579999999999947,0.007785306188636033
459,4.589999999999947,0.01192165561684813
460,4.599999999999946,0.015827220086842772
461,4.609999999999946,0.019449103375510087
462,4.619999999999946,0.022739248902862743
463,4.629999999999946,0.025655061962488672
464,4.6399999999999455,0.028159944445347272
465,4.649999999999945,0.030223735615328304
466,4.659999999999945,0.031823053939150775
467,4.669999999999945,0.032941536468569434
468,4.679999999999945,0.033569973797227655
469,4.689999999999944,0.03370634014549551
470,4.699999999999944,0.03335571964213627
471,4.709999999999944,0.03253013135006565
472,4.719999999999944,0.031248257004063626
473,4.729999999999944,0.029535076771453544
474,4.739999999999943,0.02742141959425879
475,4.749999999999943,0.02494343580660186
476,4.759999999999943,0.02214200072939509
477,4.769999999999943,0.01906205881299578
478,4.7799999999999425,0.015751918616961236
479,4.789999999999942,0.012262509476153097
480,4.799999999999942,0.008646611098412745
481,4.809999999999942,0.004958067567512894
482,4.819999999999942,0.001250997285195462
483,4.8299999999999415,-0.0024209897206214437
484,4.839999999999941,-0.006005555964019182
485,4.849999999999941,-0.009452371414517689
486,4.859999999999941,-0.012713808999303635
487,4.869999999999941,-0.0157455912503408
488,4.87999999999994,-0.01850737949071713
489,4.88999999999994,-0.020963297904675708
490,4.89999999999994,-0.023082385882427583
491,4.90999999999994,-0.024838973157609252
492,4.9199999999999395,-0.026212973444765163
493,4.929999999999939,-0.027190093518489982
494,4.939999999999939,-0.027761955936455307
495,4.949999999999939,-0.02792613487695365
496,4.959999999999939,-0.0276861058194548
497,4.9699999999999385,-0.027051111026036294
498,4.979999999999938,-0.02603594396513829
499,4.989999999999938,-0.024660656940527336
500,4.999999999999938,-0.022950197232385734
