"iteration","t","position"
0,0.0,0.9858033664358601
1,0.01,0.9578314898041885
2,0.02,0.9166950413663522
3,0.03,0.8631520126421364
4,0.04,0.7981407469942899
5,0.05,0.7227436903487366
6,0.060000000000000005,0.6381769352761371
7,0.07,0.5457683900849772
8,0.08,0.4469385513607376
9,0.09,0.34317861618797696
10,0.09999999999999999,0.23602852647991968
11,0.10999999999999999,0.12705439043579836
12,0.11999999999999998,0.01782595185671133
13,0.12999999999999998,-0.09010571138671121
14,0.13999999999999999,-0.19522989282742337
15,0.15,-0.2960970891207161
16,0.16,-0.3913386667859234
17,0.17,-0.47968510523623487
18,0.18000000000000002,-0.559982576506108
19,0.19000000000000003,-0.6312076509060275
20,0.20000000000000004,-0.6924799466386062
21,0.21000000000000005,-0.7430725734111974
22,0.22000000000000006,-0.7824202533449701
23,0.23000000000000007,-0.8101250370878529
24,0.24000000000000007,-0.8259595682545167
25,0.25000000000000006,-0.8298678847222364
26,0.26000000000000006,-0.8219637803674238
27,0.2700000000000001,-0.8025267850561839
28,0.2800000000000001,-0.7719958536246648
29,0.2900000000000001,-0.7309608857555461
30,0.3000000000000001,-0.6801522276581401
31,0.3100000000000001,-0.6204283329114779
32,0.3200000000000001,-0.5527617833937274
33,0.3300000000000001,-0.4782238916044922
34,0.34000000000000014,-0.39796812264530296
35,0.35000000000000014,-0.31321258746625685
36,0.36000000000000015,-0.2252218685755437
37,0.37000000000000016,-0.13528844516091962
38,0.38000000000000017,-0.04471398646097234
39,0.3900000000000002,0.04520921972269248
40,0.4000000000000002,0.1332164421814382
41,0.4100000000000002,0.21808803325259585
42,0.4200000000000002,0.29866606845419363
43,0.4300000000000002,0.37386987564870416
44,0.4400000000000002,0.4427102494807165
45,0.45000000000000023,0.5043021683567541
46,0.46000000000000024,0.5578758550423021
47,0.47000000000000025,0.6027860476717956
48,0.48000000000000026,0.6385193752103346
49,0.49000000000000027,0.664699759763663
50,0.5000000000000002,0.6810917971879196
51,0.5100000000000002,0.6876020967813158
52,0.5200000000000002,0.6842785900267846
53,0.5300000000000002,0.6713078469862873
54,0.5400000000000003,0.6490104666261453
55,0.5500000000000003,0.6178346336998227
56,0.5600000000000003,0.5783479594756843
57,0.5700000000000003,0.531227746246887
58,0.5800000000000003,0.47724983590642067
59,0.5900000000000003,0.4172762206567806
60,0.6000000000000003,0.3522416089351877
61,0.6100000000000003,0.2831391516983387
62,0.6200000000000003,0.21100554319629455
63,0.6300000000000003,0.13690571618964897
64,0.6400000000000003,0.0619173541898832
65,0.6500000000000004,-0.012884557262025437
66,0.6600000000000004,-0.08644292196585276
67,0.6700000000000004,-0.15773325551091524
68,0.6800000000000004,-0.22577773687738856
69,0.6900000000000004,-0.28965839963240814
70,0.7000000000000004,-0.34852928804155076
71,0.7100000000000004,-0.4016274205583375
72,0.7200000000000004,-0.4482824222851752
73,0.7300000000000004,-0.487924708819419
74,0.7400000000000004,-0.5200921260890673
75,0.7500000000000004,-0.5444349740101637
76,0.7600000000000005,-0.560719365718505
77,0.7700000000000005,-0.5688288983930164
78,0.7800000000000005,-0.5687646359485166
79,0.7900000000000005,-0.5606434277878951
80,0.8000000000000005,-0.5446946110341571
81,0.8100000000000005,-0.5212551658918783
82,0.8200000000000005,-0.4907634147146696
83,0.8300000000000005,-0.45375137470223614
84,0.8400000000000005,-0.4108358916658653
85,0.8500000000000005,-0.3627086977625195
86,0.8600000000000005,-0.3101255493152386
87,0.8700000000000006,-0.2538946116558372
88,0.8800000000000006,-0.1948642662256805
89,0.8900000000000006,-0.1339105208697823
90,0.9000000000000006,-0.07192420731471641
91,0.9100000000000006,-0.009798150226101901
92,0.9200000000000006,0.05158550997144911
93,0.9300000000000006,0.1113676630915551
94,0.9400000000000006,0.16872407378862958
95,0.9500000000000006,0.2228765640716866
96,0.9600000000000006,0.2731033846946171
97,0.9700000000000006,0.3187486399935366
98,0.9800000000000006,0.35923064607286137
99,0.9900000000000007,0.3940491190568403
100,1.0000000000000007,0.42279110816306786
101,1.0100000000000007,0.44513560734610075
102,1.0200000000000007,0.46085679892011866
103,1.0300000000000007,0.46982590261158674
104,1.0400000000000007,0.4720116236267424
105,1.0500000000000007,0.46747921325789527
106,1.0600000000000007,0.456388175017276
107,1.0700000000000007,0.4389886680084623
108,1.0800000000000007,0.415616676968566
109,1.0900000000000007,0.3866880349024486
110,1.1000000000000008,0.3526913992671753
111,1.1100000000000008,0.3141802960582694
112,1.1200000000000008,0.27176435773264623
113,1.1300000000000008,0.22609989053797827
114,1.1400000000000008,0.17787991439578402
115,1.1500000000000008,0.12782382392758812
116,1.1600000000000008,0.07666682247325483
117,1.1700000000000008,0.025149282012819706
118,1.1800000000000008,-0.025993819216036183
119,1.1900000000000008,-0.07604323286651751
120,1.2000000000000008,-0.1243054071709254
121,1.2100000000000009,-0.17012194820803017
122,1.2200000000000009,-0.2128784488780309
123,1.2300000000000009,-0.25201256947097606
124,1.2400000000000009,-0.2870212659644053
125,1.2500000000000009,-0.31746707573358124
126,1.260000000000001,-0.3429833849926648
127,1.270000000000001,-0.3632786177847949
128,1.280000000000001,-0.37813930247140504
129,1.290000000000001,-0.3874319881987195
130,1.300000000000001,-0.3911040005024687
131,1.310000000000001,-0.38918304181187446
132,1.320000000000001,-0.38177565889689713
133,1.330000000000001,-0.3690646150424099
134,1.340000000000001,-0.35130521971409107
135,1.350000000000001,-0.328820682501921
136,1.360000000000001,-0.3019965710032143
137,1.370000000000001,-0.2712744638719267
138,1.380000000000001,-0.23714490036931518
139,1.390000000000001,-0.20013973628034262
140,1.400000000000001,-0.16082402291206987
141,1.410000000000001,-0.11978753099138675
142,1.420000000000001,-0.07763604458236462
143,1.430000000000001,-0.034982551626979275
144,1.440000000000001,0.007561542618256881
145,1.450000000000001,0.04939505509266591
146,1.460000000000001,0.08993539707610682
147,1.470000000000001,0.1286265641497291
148,1.480000000000001,0.1649466361976187
149,1.490000000000001,0.19841468814428184
150,1.500000000000001,0.22859702187975667
151,1.5100000000000011,0.25511264071125217
152,1.5200000000000011,0.27763789952731177
153,1.5300000000000011,0.29591027648612933
154,1.5400000000000011,0.30973122525389185
155,1.5500000000000012,0.3189680804263329
156,1.5600000000000012,0.32355500256868913
157,1.5700000000000012,0.3234929631076713
158,1.5800000000000012,0.31884878290844737
159,1.5900000000000012,0.30975325158015204
160,1.6000000000000012,0.29639836719343415
161,1.6100000000000012,0.2790337479920598
162,1.6200000000000012,0.25796227867954175
163,1.6300000000000012,0.23353506381810554
164,1.6400000000000012,0.20614576966476406
165,1.6500000000000012,0.1762244432799318
166,1.6600000000000013,0.14423090388958765
167,1.6700000000000013,0.11064780619476963
168,1.6800000000000013,0.07597347855572785
169,1.6900000000000013,0.04071464070753239
170,1.7000000000000013,0.005379105886172439
171,1.7100000000000013,-0.029531429022585435
172,1.7200000000000013,-0.06352840441601573
173,1.7300000000000013,-0.09614313320095318
