iteration,t,analytic,beeman,verlet,gear
77,0.077,0.5743924314739711,0.5743886475606264,0.5697452966213853,0.5743924314689954
78,0.078,0.5649728125725356,0.5649689537711302,0.5602840910638786,0.5649728125675052
79,0.079,0.555485988843446,0.5554820551871269,0.5507563623771871,0.5554859888383618
80,0.08,0.5459334105018829,0.5459294020524942,0.5411635666984506,0.5459334104967458
81,0.081,0.5363165350794681,0.5363124519275615,0.5315071673798976,0.5363165350742792
82,0.082,0.5266368272057521,0.5266326694705915,0.5217886347694876,0.5266368272005125
83,0.083,0.5168957583890006,0.5168915262185594,0.5120094459908675,0.5168957583837115
84,0.084,0.5070948067963117,0.5070905003672636,0.5021710847226747,0.507094806790974
85,0.085,0.497235457033097,0.4972310765507995,0.4922750409772182,0.4972354570277117
86,0.086,0.4873191999219575,0.4873147456204297,0.4823228108785722,0.4873191999165259
87,0.087,0.4773475322809888,0.4773430044228811,0.4723158964401123,0.4773475322755119
88,0.088,0.4673219567015454,0.4673173555781039,0.4622558053415296,0.4673219566960246
89,0.089,0.4572439813255003,0.4572393072565228,0.4521440507053525,0.4572439813199367
90,0.09,0.4471151196220272,0.4471103729558143,0.4419821508730114,0.4471151196164221
91,0.091,0.4369368901639445,0.4369320712772421,0.4317716291804768,0.4369368901582989
92,0.092,0.4267108164036458,0.4267059257015834,0.4215140137335051,0.4267108163979614
93,0.093,0.4164384264486583,0.4164334643646776,0.4112108371825237,0.4164384264429361
94,0.094,0.4061212528368531,0.4061162198326325,0.4008636364971883,0.4061212528310943
95,0.095,0.395760832311346,0.3957557288767174,0.3904739527406461,0.3957608323055522
96,0.096,0.3853587055951195,0.3853535322479781,0.3800433308435353,0.3853587055892919
97,0.097,0.374916417165397,0.3749111744516055,0.3695733193777563,0.3749164171595369
98,0.098,0.3644355150278042,0.3644302035210899,0.3590654703300452,0.3644355150219132
99,0.099,0.3539175504903497,0.3539121707921948,0.3485213388753831,0.3539175504844289
100,0.1,0.3433640779372547,0.3433586306767811,0.3379424831502733,0.3433640779313058
101,0.101,0.3327766546026694,0.3327711404365155,0.3273304640259201,0.3327766545966936
102,0.102,0.3221568403443026,0.3221512599564953,0.3166868448813401,0.3221568403383015
103,0.103,0.3115061974170026,0.3115005515188218,0.3060131913764402,0.3115061974109776
104,0.104,0.3008262902463169,0.3008205795761537,0.2953110712250927,0.3008262902402696
105,0.105,0.2901186852020671,0.2901129105252762,0.284582053968243,0.2901186851959988
106,0.106,0.2793849503719676,0.2793791124807133,0.2738277107470784,0.2793849503658802
107,0.107,0.2686266553353248,0.2686207550484195,0.2630496140762937,0.2686266553292195
108,0.108,0.2578453709368433,0.257839409099582,0.2522493376174843,0.2578453709307218
109,0.109,0.2470426690605771,0.2470366465445637,0.2414284559526986,0.2470426690544409
110,0.11,0.2362201224040534,0.2362140401070218,0.230588544358183,0.2362201223979042
111,0.111,0.225379304252604,0.2253731630982326,0.2197311785783506,0.2253793042464431
112,0.112,0.2145217882539329,0.2145155891916541,0.2088579346000061,0.2145217882477623
113,0.113,0.2036491481929575,0.2036428921977592,0.1979703884268585,0.2036491481867786
114,0.114,0.1927629577669471,0.1927566458391704,0.1870701158543538,0.1927629577607616
115,0.115,0.1818647903609993,0.1818584235261285,0.1761586922448586,0.1818647903548088
116,0.116,0.170956218823878,0.1709497981323259,0.165237692303227,0.1709562188176843
117,0.117,0.1600388152442509,0.1600323417711373,0.1543086898527823,0.1600388152380555
118,0.118,0.1491141507273517,0.1491076255722772,0.1433732576117443,0.1491141507211564
119,0.119,0.1381837951721053,0.1381772194589179,0.132432966970134,0.1381837951659118
120,0.12,0.1272493170487396,0.1272426919252972,0.1214893877671867,0.1272493170425497
121,0.1210000000000001,0.116312283176922,0.1163056098148476,0.1105440880693049,0.1163122831707372
122,0.1220000000000001,0.1053742585044453,0.1053675380988783,0.0995986339485808,0.1053742584982675
123,0.1230000000000001,0.0944368058864997,0.0944300396558401,0.0886545892619217,0.0944368058803304
124,0.1240000000000001,0.0835014858655555,0.0834946750512041,0.0777135154308053,0.0835014858593968
125,0.125,0.0725698564518937,0.0725630023179849,0.0667769712216998,0.0725698564457469
126,0.126,0.0616434729048072,0.0616365767379391,0.055846512527175,0.0616434728986745
127,0.127,0.0507238875145118,0.0507169506234683,0.0449236921477378,0.0507238875083947
128,0.128,0.0398126493847878,0.0398056731002572,0.0340100595744209,0.0398126493786884
129,0.1290000000000001,0.0289113042163906,0.028904289890678,0.0231071607721545,0.0289113042103105
130,0.1300000000000001,0.0180213940912531,0.0180143430979887,0.0122165379639519,0.0180213940851941
131,0.1310000000000001,0.0071444572575154,0.0071373709913566,0.0013397294159369,0.0071444572514794
132,0.1320000000000001,-0.0037179720845932,-0.0037250922082639,-0.0095217307767552,-0.0037179720906044
133,0.1330000000000001,-0.0145643639959879,-0.0145715165413703,-0.0203663129031762,-0.0145643640019724
134,0.1340000000000001,-0.0253931930110487,-0.0254003765222374,-0.031192491848831,-0.0253931930170049
135,0.1350000000000001,-0.0362029383490013,-0.036210151350302,-0.0419987473069857,-0.0362029383549271
136,0.1360000000000001,-0.0469920841243241,-0.0469993251205764,-0.0527835639889856,-0.046992084130218
137,0.1370000000000001,-0.0577591195561598,-0.0577663870330626,-0.0635454318335563,-0.0577591195620197
138,0.1380000000000001,-0.0685025391766955,-0.0685098316011389,-0.0742828462150592,-0.0685025391825197
139,0.1390000000000001,-0.0792208430384905,-0.0792281588588907,-0.0849943081506727,-0.079220843044277
140,0.1400000000000001,-0.0899125369207169,-0.089919874567357,-0.0956783245064717,-0.089912536926464
141,0.1410000000000001,-0.100576132534291,-0.100583490419665,-0.1063334082023764,-0.1005761325399966
142,0.1420000000000001,-0.1112101477258626,-0.1112175242450244,-0.1169580784159444,-0.1112101477315252
143,0.1430000000000001,-0.1218131066806398,-0.1218205002115561,-0.1275508607849771,-0.1218131066862573
144,0.1440000000000001,-0.1323835401240166,-0.1323909490279245,-0.1381102876089141,-0.1323835401295874
145,0.1450000000000001,-0.1429199855219819,-0.1429274081437496,-0.1486348980489876,-0.1429199855275039
146,0.1460000000000001,-0.1534209872802773,-0.1534284219487702,-0.1591232383271119,-0.1534209872857488
147,0.1470000000000001,-0.1638850969422828,-0.1638925419707321,-0.1695738619234785,-0.1638850969477017
148,0.1480000000000001,-0.1743108733855979,-0.1743183270719749,-0.1799853297728333,-0.1743108733909627
149,0.1490000000000001,-0.184696883017299,-0.1847043436446907,-0.1903562104594079,-0.1846968830226076
150,0.1500000000000001,-0.1950416999678389,-0.1950491658048298,-0.2006850804104795,-0.1950416999730896
151,0.1510000000000001,-0.2053439062835706,-0.2053513755846266,-0.2109705240885345,-0.2053439062887613
152,0.1520000000000001,-0.2156020921178635,-0.2156095631237204,-0.2212111341820089,-0.2156020921229927
153,0.1530000000000001,-0.2258148559207922,-0.225822326858846,-0.2314055117945816,-0.2258148559258578
154,0.1540000000000001,-0.2359808046273669,-0.2359882737120698,-0.2415522666329949,-0.2359808046323672
155,0.1550000000000001,-0.2460985538442871,-0.2461060192775448,-0.2516500171933779,-0.2460985538492202
156,0.1560000000000001,-0.256166728035188,-0.2561741880067616,-0.2616973909460476,-0.2561667280400521
157,0.1570000000000001,-0.2661839607043601,-0.2661914133922705,-0.2716930245187648,-0.2661839607091533
158,0.1580000000000001,-0.2761488945789148,-0.2761563381498502,-0.281635563878419,-0.2761488945836353
159,0.1590000000000001,-0.2860601817893742,-0.2860676143991005,-0.2915236645111203,-0.2860601817940201
160,0.1600000000000001,-0.2959164840486595,-0.2959239038424344,-0.301355991600674,-0.2959164840532292
161,0.1610000000000001,-0.3057164728294578,-0.3057238779424463,-0.3111312202054146,-0.3057164728339491
162,0.1620000000000001,-0.3154588295399398,-0.3154662180976341,-0.3208480354333769,-0.3154588295443514
163,0.1630000000000001,-0.3251422456978121,-0.3251496158164524,-0.3305051326157809,-0.3251422457021418
164,0.1640000000000001,-0.3347654231026732,-0.3347727728896729,-0.3401012174788084,-0.3347654231069196
165,0.1650000000000001,-0.3443270740066605,-0.344334401561032,-0.3496350063136496,-0.3443270740108217
166,0.1660000000000001,-0.3538259212833575,-0.353833224696142,-0.3591052261447969,-0.3538259212874318
167,0.1670000000000001,-0.3632606985949464,-0.3632679759496445,-0.3685106148965653,-0.3632606985989318
168,0.1680000000000001,-0.3726301505575801,-0.3726373999305862,-0.3778499215578181,-0.3726301505614749
169,0.1690000000000001,-0.3819330329049554,-0.3819402523659936,-0.3871219063448757,-0.3819330329087582
170,0.1700000000000001,-0.3911681126500668,-0.3911753002626273,-0.396325340862589,-0.3911681126537756
171,0.1710000000000001,-0.4003341682451155,-0.4003413220668957,-0.4054590082635544,-0.4003341682487286
172,0.1720000000000001,-0.4094299897395614,-0.4094371078229065,-0.4145217034054528,-0.409429989743077
173,0.1730000000000001,-0.4184543789362905,-0.418461459328638,-0.4235122330064913,-0.4184543789397073
174,0.1740000000000001,-0.4274061495458857,-0.4274131902902084,-0.432429415798928,-0.4274061495492015
175,0.1750000000000001,-0.4362841273389712,-0.4362911264742256,-0.441272082680662,-0.4362841273421846
176,0.1760000000000001,-0.4450871502966244,-0.4450941058581978,-0.4500390768648684,-0.4450871502997336
177,0.1770000000000001,-0.4538140687588252,-0.4538209787789858,-0.4587292540276602,-0.4538140687618289
178,0.1780000000000001,-0.4624637455709329,-0.4624706080792794,-0.467341482453759,-0.4624637455738293
179,0.1790000000000001,-0.4710350562281649,-0.4710418692520793,-0.4758746431801564,-0.4710350562309522
180,0.1800000000000001,-0.4795268890180663,-0.4795336505831671,-0.4843276301377481,-0.4795268890207431
181,0.1810000000000001,-0.4879381451609486,-0.4879448532915446,-0.4926993502909243,-0.4879381451635135
182,0.1820000000000001,-0.4962677389482834,-0.4962743916678281,-0.500988723775098,-0.4962677389507345
183,0.1830000000000001,-0.5045145978790291,-0.5045211932105774,-0.5091946840321556,-0.504514597881365
184,0.1840000000000001,-0.5126776627938812,-0.5126841987605459,-0.5173161779438136,-0.5126776627961002
185,0.1850000000000001,-0.5207558880074243,-0.5207623626328336,-0.5253521659628636,-0.5207558880095252
186,0.1860000000000001,-0.5287482414381742,-0.5287546527469283,-0.5333016222422924,-0.5287482414401552
187,0.1870000000000001,-0.5366537047364882,-0.536660050754619,-0.5411635347622594,-0.5366537047383477
188,0.1880000000000001,-0.544471273410337,-0.544477552165766,-0.5489369054549182,-0.5444712734120736
189,0.1890000000000001,-0.5521999569489158,-0.5522061664719139,-0.556620750327066,-0.5521999569505285
190,0.1900000000000001,-0.5598387789440861,-0.5598449172677312,-0.5642140995806075,-0.559838778945573
191,0.1910000000000001,-0.5673867772096264,-0.5673928423702642,-0.5717159977308188,-0.5673867772109864
192,0.1920000000000001,-0.5748430038982874,-0.5748489939359899,-0.5791255037223975,-0.5748430038995187
193,0.1930000000000001,-0.5822065256166289,-0.5822124385756539,-0.5864416910432856,-0.5822065256177308
194,0.1940000000000001,-0.5894764235376335,-0.589482257466883,-0.5936636478362526,-0.5894764235386043
195,0.1950000000000001,-0.5966517935110763,-0.5966575464645556,-0.6007904770082251,-0.5966517935119146
196,0.1960000000000001,-0.6037317461716439,-0.6037374162089202,-0.6078212963373514,-0.6037317461723483
197,0.1970000000000001,-0.6107154070447885,-0.6107209922314485,-0.6147552385777886,-0.610715407045358
198,0.1980000000000001,-0.6176019166503055,-0.6176074150584122,-0.6215914515622004,-0.6176019166507387
199,0.1990000000000001,-0.6243904306036205,-0.6243958403121704,-0.6283290983019548,-0.6243904306039161
200,0.2000000000000001,-0.6310801197147793,-0.6310854388101585,-0.63496735708501,-0.631080119714936
201,0.2010000000000001,-0.637670170085126,-0.6376753966615653,-0.6415054215714778,-0.637670170085143
202,0.2020000000000001,-0.6441597832016621,-0.6441649153616902,-0.6479425008868555,-0.6441597832015381
203,0.2030000000000001,-0.6505481760290712,-0.6505532118839688,-0.6542778197129137,-0.6505481760288048
204,0.2040000000000001,-0.6568345810994061,-0.6568395187696574,-0.6605106183762335,-0.6568345810989961
205,0.2050000000000001,-0.6630182465994234,-0.6630230842151679,-0.6666401529343812,-0.663018246598869
206,0.2060000000000001,-0.6690984364555613,-0.6691031721570415,-0.672665695259713,-0.6690984364548611
207,0.2070000000000001,-0.6750744304165451,-0.6750790623545562,-0.6785865331208008,-0.6750744304156981
208,0.2080000000000001,-0.6809455241336198,-0.6809500504699557,-0.6844019702614704,-0.6809455241326249
209,0.2090000000000001,-0.6867110292383959,-0.6867154481462951,-0.6901113264774453,-0.6867110292372527
210,0.2100000000000001,-0.6923702734183055,-0.692374583082893,-0.695713937690587,-0.6923702734170125
211,0.2110000000000001,-0.6979226004896538,-0.697926799108384,-0.7012091560207262,-0.6979226004882101
212,0.2120000000000001,-0.7033673704682689,-0.703371456251365,-0.7065963498550772,-0.7033673704666734
213,0.2130000000000001,-0.708703959637735,-0.7087079308086274,-0.7118749039152291,-0.7087039596359872
214,0.2140000000000001,-0.7139317606152084,-0.7139356154109695,-0.7170442193217078,-0.7139317606133071
215,0.2150000000000001,-0.7190501824148043,-0.7190539190865837,-0.7221037136561034,-0.719050182412749
216,0.2160000000000001,-0.7240586505085571,-0.7240622673220116,-0.7270528210207567,-0.7240586505063465
217,0.2170000000000001,-0.7289566068849391,-0.7289601021206638,-0.7318909920960012,-0.7289566068825729
218,0.2180000000000001,-0.7337435101049431,-0.7337468820588967,-0.7366176941949536,-0.7337435101024201
219,0.2190000000000001,-0.7384188353557145,-0.7384220823396448,-0.7412324113158517,-0.7384188353530341
220,0.2200000000000001,-0.7429820745017366,-0.742985194843602,-0.7457346441919327,-0.7429820744988981
221,0.2210000000000001,-0.7474327361335602,-0.7474357281779496,-0.7501239103388496,-0.747432736130563
222,0.2220000000000001,-0.7517703456140779,-0.7517732077226261,-0.7543997440996232,-0.751770345610921
223,0.2230000000000001,-0.7559944451223349,-0.7559971756741378,-0.7585616966871249,-0.7559944451190181
224,0.2240000000000001,-0.7601045936948808,-0.7601071910869049,-0.7626093362240899,-0.7601045936914032
225,0.2250000000000001,-0.7641003672646514,-0.7641028299121431,-0.7665422477806564,-0.7641003672610125
226,0.2260000000000001,-0.7679813586973875,-0.7679836850342768,-0.7703600334094313,-0.7679813586935867
227,0.2270000000000001,-0.7717471778255807,-0.7717493663048837,-0.7740623121780786,-0.7717471778216176
228,0.2280000000000001,-0.7753974514799508,-0.7753995005741678,-0.7776487201994318,-0.7753974514758248
229,0.2290000000000001,-0.7789318235184508,-0.7789337317199623,-0.7811189106591265,-0.7789318235141617
230,0.2300000000000001,-0.7823499548528013,-0.7823517206742586,-0.7844725538407568,-0.7823499548483487
231,0.2310000000000001,-0.7856515234725503,-0.7856531454472646,-0.787709337148551,-0.7856515234679334
232,0.2320000000000001,-0.7888362244666611,-0.788837701148989,-0.7908289651275706,-0.7888362244618801
233,0.2330000000000001,-0.7919037700426316,-0.7919051000083549,-0.7938311594814312,-0.7919037700376858
234,0.2340000000000001,-0.7948538895431375,-0.7948550713898418,-0.7967156590875468,-0.7948538895380265
235,0.2350000000000001,-0.7976863294602099,-0.7976873618076575,-0.799482220009899,-0.7976863294549335
236,0.2360000000000001,-0.8004008534469418,-0.8004017349374426,-0.8021306155093327,-0.8004008534414998
237,0.2370000000000001,-0.8029972423267299,-0.8029979716255066,-0.8046606360513809,-0.8029972423211221
238,0.2380000000000001,-0.8054752941000509,-0.8054758698956013,-0.8070720893116196,-0.8054752940942772
239,0.2390000000000001,-0.8078348239487765,-0.8078352449532313,-0.8093648001785568,-0.8078348239428369
240,0.2400000000000001,-0.8100756642380299,-0.8100759291875064,-0.8115386107540593,-0.8100756642319239
241,0.2410000000000002,-0.8121976645155854,-0.812197772170537,-0.8135933803513183,-0.8121976645093132
242,0.2420000000000002,-0.814200691508818,-0.8142006406543794,-0.8155289854903603,-0.8142006915023795
243,0.2430000000000002,-0.8160846291192028,-0.8160844185655307,-0.8173453198911058,-0.8160846291125978
244,0.2440000000000002,-0.8178493784143719,-0.8178490069969818,-0.8190422944639807,-0.8178493784076006
245,0.2450000000000002,-0.8194948576177319,-0.8194943241978296,-0.8206198372980859,-0.8194948576107943
246,0.2460000000000002,-0.8210210020956469,-0.8210203055604559,-0.822077893646929,-0.8210210020885432
247,0.2470000000000002,-0.822427764342193,-0.8224269036052768,-0.8234164259117248,-0.8224277643349233
248,0.2480000000000002,-0.8237151139614884,-0.8237140879630694,-0.82463541362227,-0.823715113954053
249,0.2490000000000002,-0.8248830376476082,-0.8248818453548799,-0.8257348534153977,-0.824883037640007
250,0.2500000000000001,-0.8259315391620862,-0.8259301795695216,-0.8267147590110193,-0.8259315391543197
251,0.2510000000000001,-0.8268606393090138,-0.8268591114386693,-0.8275751611857606,-0.826860639301082
252,0.2520000000000001,-0.8276703759077405,-0.8276686788095539,-0.8283161077441977,-0.8276703758996438
253,0.2530000000000001,-0.8283608037631853,-0.8283589365152692,-0.8289376634877029,-0.828360803754924
254,0.2540000000000001,-0.8289319946337654,-0.8289299563426955,-0.8294399101809056,-0.8289319946253398
255,0.2550000000000001,-0.82938403719695,-0.8293818269980482,-0.8298229465157785,-0.8293840371883604
256,0.2560000000000001,-0.8297170370124486,-0.8297146540700611,-0.8300868880733572,-0.8297170370036956
257,0.2570000000000002,-0.8299311164830425,-0.8299285599908116,-0.8302318672831009,-0.8299311164741263
258,0.2580000000000002,-0.8300264148130655,-0.830023683994198,-0.8302580333799053,-0.8300264148039869
259,0.2590000000000002,-0.8300030879645485,-0.8300001820720767,-0.830165552358775,-0.8300030879553076
260,0.2600000000000002,-0.8298613086110317,-0.8298582269280702,-0.829954606927167,-0.8298613086016294
261,0.2610000000000002,-0.8296012660890592,-0.8295980079290556,-0.8296253964550153,-0.8296012660794959
262,0.2620000000000002,-0.8292231663473627,-0.8292197310543429,-0.8291781369224451,-0.8292231663376392
263,0.2630000000000002,-0.828727231893747,-0.8287236188425549,-0.8286130608651904,-0.8287272318838637
264,0.2640000000000002,-0.8281137017396872,-0.8281099103362191,-0.8279304173177231,-0.8281137017296448
265,0.2650000000000002,-0.82738283134265,-0.8273788610240821,-0.8271304717541075,-0.8273828313324492
266,0.2660000000000002,-0.8265348925461469,-0.826530742781159,-0.8262135060265899,-0.8265348925357885
267,0.2670000000000002,-0.8255701735175379,-0.825565843806529,-0.8251798183019371,-0.8255701735070226
268,0.2680000000000002,-0.8244889786835895,-0.8244844685588897,-0.8240297229955341,-0.8244889786729185
269,0.2690000000000002,-0.8232916286638076,-0.8232869376898818,-0.8227635507032559,-0.8232916286529812
270,0.2700000000000002,-0.8219784602015495,-0.8219735879751979,-0.821381648131124,-0.8219784601905691
271,0.2710000000000002,-0.8205498260929379,-0.8205447722434875,-0.8198843780227628,-0.8205498260818039
272,0.2720000000000002,-0.819006095113579,-0.819000859303072,-0.8182721190846681,-0.8190060951022927
273,0.2730000000000002,-0.8173476519431092,-0.8173422338664825,-0.8165452659093021,-0.8173476519316716
274,0.2740000000000002,-0.8155748970875757,-0.8155692964728367,-0.8147042288960288,-0.8155748970759878
275,0.2750000000000002,-0.8136882467996707,-0.8136824634080649,-0.8127494341699042,-0.8136882467879334
276,0.2760000000000002,-0.8116881329968295,-0.8116821666230041,-0.8106813234983362,-0.8116881329849439
277,0.2770000000000002,-0.8095750031772121,-0.8095688536493707,-0.8085003542056285,-0.8095750031651793
278,0.2780000000000002,-0.8073493203335779,-0.8073429875136312,-0.8062069990854245,-0.8073493203213989
279,0.2790000000000002,-0.8050115628650728,-0.8050050466487821,-0.8038017463110664,-0.805011562852749
280,0.2800000000000002,-0.8025622244869431,-0.8025555248040572,-0.801285099343885,-0.8025622244744758
281,0.2810000000000002,-0.8000018141381909,-0.7999949309525768,-0.798657576839437,-0.8000018141255812
282,0.2820000000000002,-0.797330855887189,-0.7973237891969562,-0.7959197125517046,-0.797330855874438
283,0.2830000000000002,-0.7945498888352696,-0.7945426386728887,-0.7930720552352766,-0.7945498888223786
284,0.2840000000000002,-0.7916594670183064,-0.7916520334507198,-0.7901151685455248,-0.791659467005277
285,0.2850000000000002,-0.7886601593063041,-0.7886525424350309,-0.7870496309367954,-0.7886601592931375
286,0.2860000000000002,-0.7855525493010128,-0.7855447492622479,-0.783876035558631,-0.7855525492877106
287,0.2870000000000002,-0.7823372352315876,-0.7823292521962931,-0.7805949901500419,-0.7823372352181511
288,0.2880000000000002,-0.7790148298483076,-0.7790066640222977,-0.7772071169318443,-0.7790148298347381
289,0.2890000000000002,-0.7755859603143735,-0.7755776119383938,-0.7737130524970831,-0.7755859603006727
290,0.2900000000000002,-0.7720512680958036,-0.7720427374456027,-0.7701134476995584,-0.7720512680819731
291,0.2910000000000002,-0.7684114088494439,-0.7684026962358387,-0.7664089675404737,-0.768411408835485
292,0.2920000000000002,-0.7646670523091124,-0.7646581580780472,-0.7626002910532255,-0.7646670522950264
293,0.2930000000000002,-0.7608188821698966,-0.7608098067024952,-0.758688111186352,-0.7608188821556856
294,0.2940000000000002,-0.7568675959706241,-0.7568583396832347,-0.7546731346846625,-0.7568675959562898
295,0.2950000000000002,-0.7528139049745236,-0.7528044683187574,-0.7505560819685638,-0.7528139049600673
296,0.2960000000000002,-0.7486585340480962,-0.7486489175108595,-0.7463376870116076,-0.7486585340335199
297,0.2970000000000002,-0.7444022215382204,-0.7443924256417397,-0.7420186972162747,-0.7444022215235256
